rt,serialno,division,sporder,puma,region,st,adjinc,pwgtp,agep,cit,citwp,cow,ddrs,dear,deye,dout,dphy,drat,dratx,drem,eng,fer,gcl,gcm,gcr,hins1,hins2,hins3,hins4,hins5,hins6,hins7,intp,jwmnp,jwrip,jwtr,lanx,mar,marhd,marhm,marht,marhw,marhyp,mig,mil,mlpa,mlpb,mlpcd,mlpe,mlpfg,mlph,mlpi,mlpj,mlpk,nwab,nwav,nwla,nwlk,nwre,oip,pap,relp,retp,sch,schg,schl,semp,sex,ssip,ssp,wagp,wkhp,wkl,wkw,wrk,yoep,anc,anc1p,anc2p,decade,dis,drivesp,esp,esr,fod1p,fod2p,hicov,hisp,indp,jwap,jwdp,lanp,migpuma,migsp,msp,naicsp,nativity,nop,oc,occp,paoc,pernp,pincp,pobp,povpip,powpuma,powsp,privcov,pubcov,qtrbir,rac1p,rac2p,rac3p,racaian,racasn,racblk,racnh,racnum,racpi,racsor,racwht,rc,sciengp,sciengrlp,sfn,sfr,socp,vps,waob,fagep,fancp,fcitp,fcitwp,fcowp,fddrsp,fdearp,fdeyep,fdisp,fdoutp,fdphyp,fdratp,fdratxp,fdremp,fengp,fesrp,fferp,ffodp,fgclp,fgcmp,fgcrp,fhicovp,fhins1p,fhins2p,fhins3c,fhins3p,fhins4c,fhins4p,fhins5c,fhins5p,fhins6p,fhins7p,fhisp,findp,fintp,fjwdp,fjwmnp,fjwrip,fjwtrp,flanp,flanxp,fmarp,fmarhdp,fmarhmp,fmarhtp,fmarhwp,fmarhyp,fmigp,fmigsp,fmilpp,fmilsp,foccp,foip,fpap,fpernp,fpincp,fpobp,fpowsp,fprivcovp,fpubcovp,fracp,frelp,fretp,fschgp,fschlp,fschp,fsemp,fsexp,fssip,fssp,fwagp,fwkhp,fwklp,fwkwp,fwrkp,fyoep,pwgtp1,pwgtp2,pwgtp3,pwgtp4,pwgtp5,pwgtp6,pwgtp7,pwgtp8,pwgtp9,pwgtp10,pwgtp11,pwgtp12,pwgtp13,pwgtp14,pwgtp15,pwgtp16,pwgtp17,pwgtp18,pwgtp19,pwgtp20,pwgtp21,pwgtp22,pwgtp23,pwgtp24,pwgtp25,pwgtp26,pwgtp27,pwgtp28,pwgtp29,pwgtp30,pwgtp31,pwgtp32,pwgtp33,pwgtp34,pwgtp35,pwgtp36,pwgtp37,pwgtp38,pwgtp39,pwgtp40,pwgtp41,pwgtp42,pwgtp43,pwgtp44,pwgtp45,pwgtp46,pwgtp47,pwgtp48,pwgtp49,pwgtp50,pwgtp51,pwgtp52,pwgtp53,pwgtp54,pwgtp55,pwgtp56,pwgtp57,pwgtp58,pwgtp59,pwgtp60,pwgtp61,pwgtp62,pwgtp63,pwgtp64,pwgtp65,pwgtp66,pwgtp67,pwgtp68,pwgtp69,pwgtp70,pwgtp71,pwgtp72,pwgtp73,pwgtp74,pwgtp75,pwgtp76,pwgtp77,pwgtp78,pwgtp79,pwgtp80
P,2013000013052,9,03,11604,4,53,1061971,47.0,22.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,25.0,,02,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,12,0.0,2,15,19,0.0,1,0.0,0.0,22900.0,40.0,1,1,1,,4,999,999,,2,,,1,,,1,01,4795,147,091,,,,6,443142  ,1,,0,4760,,22900.0,22900.0,053,191.0,11600,053,1,2,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,412031,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0,51.0,48.0,14.0,15.0,14.0,15.0,45.0,11.0,35.0,13.0,53.0,55.0,33.0,48.0,16.0,14.0,48.0,47.0,64.0,55.0,99.0,82.0,51.0,58.0,49.0,49.0,75.0,42.0,66.0,41.0,83.0,89.0,86.0,70.0,46.0,46.0,80.0,78.0,79.0,69.0,48.0,52.0,79.0,76.0,83.0,79.0,55.0,81.0,53.0,89.0,47.0,45.0,56.0,50.0,85.0,74.0,43.0,42.0,43.0,39.0,13.0,15.0,45.0,51.0,47.0,49.0,15.0,57.0,20.0,60.0,14.0,10.0,15.0,13.0,39.0,53.0,17.0,12.0,17.0
P,2013000013525,9,03,11613,4,53,1061971,24.0,18.0,3.0,,,2,2,2,2,2,,,2,2,2,,,,2,2,2,1,2,2,2,2300.0,,,,1,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,14,15,0.0,2,0.0,0.0,0.0,,3,,2,2011.0,1,795,999,8,2,,,6,,,1,01,,,,1290,11600,053,6,,1,,0,,4,0.0,2300.0,200,70.0,,,2,1,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,6.0,20.0,25.0,7.0,22.0,52.0,44.0,39.0,28.0,24.0,21.0,22.0,19.0,9.0,6.0,7.0,24.0,39.0,7.0,29.0,43.0,19.0,19.0,43.0,26.0,8.0,8.0,6.0,24.0,19.0,21.0,24.0,22.0,38.0,41.0,41.0,30.0,8.0,43.0,27.0,7.0,17.0,27.0,7.0,19.0,41.0,51.0,56.0,26.0,18.0,21.0,20.0,28.0,6.0,6.0,8.0,18.0,48.0,6.0,23.0,34.0,24.0,22.0,37.0,26.0,7.0,9.0,9.0,23.0,21.0,22.0,20.0,25.0,41.0,49.0,42.0,25.0,7.0,47.0
P,2013000015318,9,01,11611,4,53,1061971,26.0,23.0,1.0,,5,2,2,2,2,2,,2,2,,,,,,1,2,2,2,1,2,2,0.0,1.0,,10,2,1,2,2,1,2,2012.0,3,1,1,0,0,0,0,0,0,0,0,3,5,3,3,3,0.0,0.0,00,0.0,1,,18,0.0,1,0.0,0.0,15000.0,40.0,1,1,1,,1,210,999,,2,,,4,,,1,02,9670,076,037,,11600,053,2,928110P1,1,,0,9830,,15000.0,15000.0,006,123.0,11600,053,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,559830,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,24.0,21.0,24.0,41.0,22.0,6.0,24.0,43.0,55.0,37.0,27.0,45.0,8.0,24.0,9.0,7.0,21.0,8.0,21.0,7.0,23.0,29.0,26.0,7.0,28.0,38.0,31.0,7.0,7.0,28.0,26.0,7.0,42.0,24.0,40.0,44.0,31.0,44.0,28.0,8.0,23.0,19.0,28.0,9.0,19.0,33.0,29.0,6.0,7.0,23.0,30.0,7.0,38.0,25.0,38.0,41.0,27.0,54.0,33.0,42.0,26.0,25.0,25.0,47.0,32.0,7.0,23.0,38.0,34.0,27.0,25.0,45.0,9.0,26.0,9.0,9.0,28.0,7.0,29.0
P,2013000021239,9,03,11614,4,53,1061971,91.0,19.0,1.0,,,2,2,2,2,2,,,2,,,,,,2,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,15,19,0.0,1,0.0,0.0,0.0,,3,,2,,4,999,999,,2,,,6,,,2,01,,,,,,,6,,1,,0,,,0.0,0.0,053,501.0,,,2,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,97.0,85.0,158.0,31.0,121.0,109.0,116.0,89.0,36.0,29.0,168.0,98.0,107.0,80.0,138.0,98.0,85.0,98.0,32.0,37.0,106.0,94.0,125.0,24.0,149.0,128.0,87.0,98.0,23.0,33.0,164.0,93.0,96.0,77.0,136.0,94.0,89.0,106.0,25.0,32.0,100.0,73.0,144.0,28.0,156.0,124.0,101.0,89.0,30.0,31.0,138.0,93.0,112.0,89.0,157.0,96.0,108.0,99.0,34.0,24.0,83.0,69.0,166.0,29.0,141.0,143.0,102.0,101.0,27.0,27.0,146.0,101.0,92.0,93.0,131.0,88.0,94.0,101.0,24.0,21.0
P,2013000022626,9,02,11615,4,53,1061971,16.0,20.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,1,2,1,3,0.0,0.0,07,0.0,2,15,19,0.0,1,0.0,0.0,0.0,,2,,2,,1,050,999,,2,,,3,,,1,01,8680,,,,,,6,722Z    ,1,,0,4010,,0.0,0.0,053,403.0,,,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,351012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,24.0,5.0,5.0,5.0,5.0,24.0,16.0,16.0,4.0,26.0,18.0,20.0,31.0,19.0,17.0,25.0,15.0,16.0,15.0,17.0,5.0,25.0,30.0,26.0,28.0,5.0,18.0,16.0,26.0,5.0,16.0,17.0,4.0,15.0,18.0,5.0,19.0,15.0,15.0,17.0,25.0,5.0,6.0,5.0,5.0,26.0,16.0,16.0,5.0,30.0,15.0,16.0,25.0,17.0,17.0,27.0,18.0,16.0,15.0,17.0,6.0,31.0,24.0,32.0,28.0,5.0,18.0,15.0,30.0,5.0,18.0,18.0,5.0,15.0,16.0,5.0,16.0,16.0,17.0
P,2013000030127,9,01,11604,4,53,1061971,20.0,24.0,1.0,,1,2,2,2,2,2,,,1,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,3,4,,,,,,,,,,1,5,2,3,3,0.0,0.0,17,0.0,1,,14,0.0,1,0.0,0.0,30000.0,40.0,1,1,1,,1,720,999,,1,,,2,,,1,01,3580,,,,11700,053,6,33641M1 ,1,,0,7140,,30000.0,30000.0,053,249.0,,,1,2,2,9,68,087,0,1,0,0,3,1,0,1,0,,,,,493011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,20.0,1.0,39.0,21.0,42.0,42.0,20.0,40.0,0.0,20.0,22.0,20.0,0.0,21.0,40.0,21.0,0.0,0.0,21.0,20.0,21.0,1.0,39.0,20.0,42.0,41.0,20.0,40.0,0.0,20.0,19.0,21.0,0.0,20.0,41.0,20.0,0.0,1.0,21.0,20.0,20.0,0.0,40.0,20.0,40.0,41.0,20.0,40.0,0.0,21.0,19.0,20.0,1.0,21.0,42.0,21.0,0.0,1.0,21.0,20.0,20.0,0.0,41.0,19.0,41.0,43.0,21.0,42.0,0.0,21.0,20.0,21.0,1.0,20.0,41.0,21.0,0.0,0.0,21.0
P,2013000030421,9,02,11611,4,53,1061971,11.0,19.0,1.0,,1,2,2,2,1,2,,,1,,,,,,2,2,2,1,2,2,2,0.0,,,,2,5,,,,,,3,4,,,,,,,,,,2,2,2,2,3,0.0,780.0,11,0.0,1,,17,0.0,1,0.0,0.0,630.0,25.0,1,6,2,,2,795,939,,1,,,6,,,1,01,0770,,,,11600,053,6,23      ,1,,0,6230,,630.0,1410.0,053,11.0,,,2,1,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,472031,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16.0,22.0,14.0,18.0,11.0,13.0,15.0,20.0,10.0,19.0,14.0,13.0,10.0,13.0,12.0,21.0,13.0,18.0,9.0,8.0,4.0,3.0,4.0,3.0,7.0,9.0,3.0,2.0,11.0,3.0,5.0,11.0,9.0,8.0,10.0,4.0,12.0,3.0,10.0,9.0,3.0,3.0,4.0,4.0,10.0,11.0,3.0,5.0,15.0,2.0,3.0,10.0,9.0,10.0,13.0,4.0,10.0,5.0,9.0,13.0,15.0,13.0,16.0,17.0,10.0,10.0,17.0,15.0,10.0,18.0,16.0,12.0,10.0,9.0,9.0,10.0,13.0,11.0,10.0,10.0
P,2013000032483,9,01,11604,4,53,1061971,12.0,20.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,3,4,,,,,,,,,,2,1,2,1,3,0.0,0.0,00,0.0,2,15,20,0.0,1,0.0,0.0,300.0,5.0,1,6,2,,1,940,999,,2,,,3,,,1,01,5380,,,,11600,053,6,45211   ,1,,0,4760,,300.0,300.0,053,2.0,,,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,412031,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,12.0,12.0,4.0,12.0,3.0,21.0,21.0,12.0,10.0,11.0,3.0,14.0,17.0,12.0,21.0,22.0,4.0,12.0,14.0,22.0,15.0,13.0,23.0,14.0,23.0,4.0,4.0,13.0,11.0,10.0,20.0,13.0,4.0,12.0,3.0,4.0,22.0,11.0,12.0,19.0,14.0,14.0,19.0,12.0,20.0,3.0,4.0,12.0,11.0,11.0,24.0,12.0,3.0,13.0,4.0,3.0,18.0,12.0,13.0,4.0,13.0,13.0,3.0,15.0,4.0,22.0,20.0,13.0,15.0,14.0,3.0,10.0,23.0,11.0,18.0,23.0,5.0,12.0,13.0
P,2013000032483,9,02,11604,4,53,1061971,14.0,21.0,1.0,,1,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,0.0,20.0,1.0,01,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,12,0.0,3,15,19,0.0,1,0.0,0.0,12000.0,20.0,1,1,1,,1,940,999,,2,1,,1,,,1,01,7890,172,104,,11600,053,6,611M3   ,1,,0,2720,,12000.0,12000.0,053,99.0,11600,053,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,272020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,14.0,14.0,4.0,14.0,4.0,26.0,23.0,13.0,12.0,13.0,4.0,16.0,19.0,15.0,25.0,24.0,4.0,13.0,16.0,26.0,16.0,15.0,26.0,17.0,26.0,4.0,5.0,14.0,13.0,13.0,23.0,14.0,4.0,13.0,4.0,5.0,24.0,13.0,14.0,22.0,17.0,15.0,22.0,13.0,25.0,4.0,5.0,13.0,13.0,15.0,27.0,14.0,5.0,14.0,4.0,4.0,21.0,13.0,14.0,4.0,14.0,15.0,4.0,15.0,4.0,24.0,23.0,15.0,17.0,16.0,4.0,11.0,24.0,12.0,20.0,26.0,5.0,13.0,15.0
P,2013000032483,9,03,11604,4,53,1061971,14.0,20.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,12,0.0,2,15,19,0.0,1,0.0,0.0,2000.0,35.0,1,6,2,,1,940,999,,2,,,6,,,1,01,7290,,,,11600,053,6,5413    ,1,,0,0430,,2000.0,2000.0,027,16.0,,,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,119XXX,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,14.0,14.0,4.0,14.0,5.0,26.0,24.0,13.0,11.0,14.0,4.0,15.0,19.0,15.0,25.0,24.0,4.0,12.0,16.0,26.0,16.0,15.0,25.0,17.0,25.0,4.0,5.0,14.0,13.0,13.0,23.0,15.0,4.0,13.0,4.0,4.0,23.0,13.0,15.0,23.0,16.0,16.0,23.0,13.0,25.0,4.0,4.0,12.0,13.0,16.0,27.0,14.0,5.0,14.0,5.0,4.0,21.0,13.0,14.0,3.0,15.0,15.0,4.0,16.0,4.0,24.0,23.0,15.0,18.0,17.0,5.0,11.0,24.0,12.0,20.0,26.0,4.0,13.0,15.0
P,2013000032921,9,04,11615,4,53,1061971,17.0,21.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,30.0,1.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,07,0.0,1,,16,0.0,1,0.0,0.0,10000.0,20.0,1,4,1,,1,210,999,,2,1,,1,,,1,02,5190,148,091,,,,6,4483    ,1,,0,4760,,10000.0,10000.0,053,432.0,11600,053,1,2,4,8,67,015,0,0,0,0,1,0,1,0,0,,,,,412031,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,5.0,24.0,15.0,5.0,21.0,26.0,14.0,17.0,4.0,18.0,18.0,13.0,11.0,7.0,15.0,18.0,25.0,30.0,16.0,4.0,4.0,27.0,34.0,7.0,23.0,30.0,25.0,16.0,6.0,18.0,13.0,19.0,27.0,2.0,16.0,18.0,27.0,22.0,22.0,5.0,5.0,28.0,24.0,6.0,25.0,24.0,15.0,14.0,3.0,22.0,26.0,13.0,14.0,5.0,16.0,20.0,26.0,25.0,14.0,5.0,6.0,29.0,20.0,5.0,25.0,27.0,18.0,16.0,6.0,15.0,12.0,19.0,16.0,5.0,19.0,21.0,29.0,22.0,21.0
P,2013000032921,9,05,11615,4,53,1061971,16.0,18.0,1.0,,1,2,2,2,2,2,,,2,,,,,,2,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,07,0.0,2,13,13,0.0,1,0.0,0.0,1500.0,20.0,1,6,2,,2,032,050,,2,,,6,,,2,01,7480,,,,,,6,54194   ,1,,0,9610,,1500.0,1500.0,053,432.0,,,2,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,537061,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,25.0,14.0,5.0,25.0,31.0,15.0,14.0,4.0,15.0,15.0,15.0,15.0,5.0,15.0,15.0,28.0,29.0,15.0,4.0,5.0,23.0,14.0,5.0,32.0,28.0,16.0,20.0,6.0,16.0,16.0,14.0,15.0,4.0,18.0,15.0,23.0,27.0,14.0,4.0,5.0,26.0,16.0,5.0,24.0,27.0,14.0,14.0,4.0,19.0,20.0,17.0,15.0,4.0,13.0,15.0,29.0,26.0,15.0,5.0,4.0,24.0,17.0,4.0,25.0,24.0,16.0,19.0,5.0,17.0,16.0,14.0,16.0,5.0,16.0,16.0,27.0,26.0,16.0
P,2013000032921,9,06,11615,4,53,1061971,24.0,18.0,1.0,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,400.0,0.0,07,0.0,3,14,18,0.0,1,0.0,0.0,0.0,,3,,2,,1,210,999,,2,,,6,,,1,02,,,,,,,6,,1,,0,,,0.0,400.0,053,432.0,,,1,2,4,8,67,015,0,0,0,0,1,0,1,0,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,8.0,33.0,18.0,6.0,40.0,46.0,17.0,21.0,6.0,26.0,23.0,22.0,17.0,10.0,21.0,28.0,36.0,30.0,25.0,7.0,8.0,33.0,45.0,9.0,33.0,43.0,26.0,22.0,7.0,24.0,16.0,34.0,39.0,4.0,20.0,24.0,39.0,29.0,31.0,10.0,8.0,49.0,35.0,7.0,35.0,43.0,19.0,20.0,7.0,25.0,30.0,22.0,21.0,9.0,18.0,23.0,32.0,31.0,18.0,7.0,9.0,49.0,28.0,7.0,42.0,39.0,18.0,21.0,10.0,19.0,13.0,30.0,21.0,7.0,28.0,28.0,39.0,28.0,25.0
P,2013000033426,9,06,11614,4,53,1061971,40.0,21.0,5.0,,1,2,2,2,2,2,,,2,1,,,,,2,2,2,2,2,2,2,0.0,40.0,2.0,01,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,10,0.0,1,,14,0.0,1,0.0,0.0,10000.0,25.0,1,4,1,1995.0,1,210,999,6,2,2,,1,,,2,02,0770,084,037,1200,,,6,23      ,2,,0,6260,,10000.0,10000.0,303,236.0,11600,053,2,2,4,8,67,015,0,0,0,0,1,0,1,0,0,,,,,472061,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,76.0,13.0,57.0,61.0,34.0,34.0,49.0,43.0,59.0,16.0,59.0,27.0,9.0,9.0,26.0,86.0,58.0,39.0,38.0,29.0,32.0,35.0,72.0,11.0,9.0,11.0,19.0,78.0,44.0,49.0,13.0,106.0,55.0,36.0,84.0,43.0,46.0,69.0,16.0,64.0,15.0,58.0,40.0,48.0,38.0,34.0,44.0,39.0,14.0,70.0,45.0,43.0,82.0,64.0,41.0,15.0,11.0,43.0,36.0,60.0,32.0,39.0,12.0,57.0,74.0,62.0,58.0,13.0,36.0,37.0,57.0,14.0,51.0,58.0,13.0,35.0,32.0,12.0,71.0
P,2013000033426,9,07,11614,4,53,1061971,24.0,19.0,5.0,,,2,2,2,2,2,,,2,1,2,,,,2,2,2,1,2,2,2,0.0,,,,1,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,10,0.0,2,14,15,0.0,2,0.0,0.0,0.0,,3,,2,1995.0,1,210,999,6,2,,,6,,,1,02,,,,1200,11600,053,6,,2,,0,,4,0.0,0.0,303,236.0,,,2,1,4,8,67,015,0,0,0,0,1,0,1,0,0,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,49.0,7.0,39.0,29.0,30.0,20.0,20.0,34.0,36.0,7.0,26.0,19.0,8.0,6.0,20.0,51.0,39.0,26.0,31.0,15.0,24.0,24.0,45.0,6.0,6.0,8.0,8.0,43.0,25.0,25.0,9.0,37.0,25.0,24.0,36.0,29.0,27.0,43.0,9.0,54.0,8.0,43.0,27.0,25.0,26.0,18.0,20.0,28.0,9.0,43.0,23.0,25.0,47.0,37.0,25.0,9.0,6.0,23.0,29.0,21.0,24.0,27.0,9.0,30.0,34.0,35.0,36.0,8.0,35.0,21.0,34.0,7.0,30.0,17.0,8.0,25.0,25.0,8.0,33.0
P,2013000034415,9,02,11615,4,53,1061971,11.0,16.0,1.0,,,2,2,2,2,2,,,2,,2,,,,2,2,2,1,2,2,2,0.0,,,,2,5,,,,,,3,,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,13,13,0.0,2,0.0,0.0,0.0,,3,,2,,2,032,094,,2,,7,6,,,1,01,,,,,10300,053,6,,1,7,1,,4,0.0,0.0,048,79.0,,,2,1,2,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,10.0,3.0,12.0,9.0,15.0,10.0,17.0,12.0,18.0,10.0,11.0,4.0,11.0,10.0,3.0,17.0,15.0,3.0,2.0,10.0,3.0,12.0,19.0,2.0,10.0,3.0,9.0,15.0,10.0,18.0,3.0,10.0,18.0,18.0,11.0,9.0,10.0,12.0,10.0,3.0,10.0,3.0,11.0,12.0,17.0,11.0,17.0,11.0,17.0,11.0,9.0,3.0,11.0,11.0,3.0,18.0,16.0,3.0,3.0,10.0,3.0,9.0,17.0,2.0,10.0,4.0,9.0,17.0,11.0,19.0,3.0,11.0,20.0,20.0,10.0,12.0,10.0,9.0,10.0
P,2013000037986,9,04,11610,4,53,1061971,16.0,22.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,90.0,20.0,1.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,19,0.0,2,0.0,0.0,4600.0,20.0,1,1,1,,1,740,999,,2,1,,1,,,1,01,7990,170,103,,,,6,62131   ,1,,0,5400,4,4600.0,4690.0,053,501.0,11600,053,1,2,1,6,48,007,0,1,0,0,1,0,0,0,0,,,,,434171,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,17.0,15.0,3.0,16.0,24.0,16.0,5.0,4.0,19.0,15.0,4.0,33.0,16.0,25.0,29.0,16.0,30.0,5.0,17.0,13.0,19.0,15.0,25.0,18.0,4.0,17.0,27.0,27.0,13.0,12.0,32.0,5.0,18.0,5.0,5.0,16.0,5.0,26.0,14.0,19.0,17.0,16.0,6.0,17.0,28.0,17.0,6.0,4.0,18.0,15.0,5.0,22.0,17.0,31.0,32.0,15.0,24.0,4.0,16.0,14.0,12.0,19.0,24.0,20.0,5.0,16.0,28.0,22.0,10.0,15.0,31.0,4.0,17.0,5.0,6.0,17.0,5.0,30.0,23.0
