,education_attained,enrollment_status,age,sample_weight,employed
17764,21,0,44.0,15.0,1
17765,16,1,51.0,14.0,1
17766,16,1,33.0,14.0,1
17767,22,1,33.0,16.0,1
17768,21,0,28.0,15.0,1
17769,18,0,29.0,16.0,1
17770,21,0,1.0,16.0,1
17771,21,0,75.0,13.0,1
17772,19,0,74.0,13.0,1
17773,13,0,18.0,14.0,1
17774,12,0,18.0,15.0,1
17775,13,0,17.0,13.0,1
17776,12,0,17.0,13.0,1
17777,11,0,17.0,10.0,1
17778,21,0,54.0,24.0,1
17779,21,0,52.0,23.0,1
17780,07,0,10.0,25.0,1
17781,21,0,57.0,26.0,1
17782,16,0,85.0,28.0,1
17783,21,0,25.0,39.0,1
17784,21,0,25.0,40.0,1
17785,16,0,32.0,76.0,1
17786,16,0,37.0,72.0,1
17787,07,0,10.0,81.0,1
17788,04,0,7.0,73.0,1
17789,16,0,54.0,16.0,1
17790,16,0,67.0,15.0,1
17791,17,0,49.0,13.0,1
17792,17,0,78.0,12.0,1
17793,12,0,61.0,12.0,1
17794,19,0,35.0,14.0,1
17795,19,0,45.0,29.0,1
17796,05,1,8.0,27.0,1
17797,16,1,41.0,29.0,1
17798,18,1,43.0,30.0,1
17799,19,0,66.0,16.0,1
17800,19,0,67.0,15.0,1
17801,21,0,35.0,16.0,1
17802,19,0,37.0,14.0,1
17803,02,0,5.0,15.0,1
17804,19,0,70.0,14.0,1
17805,20,0,68.0,14.0,1
17806,16,1,51.0,13.0,1
17807,21,0,49.0,10.0,0
17808,07,0,33.0,41.0,1
17809,09,0,13.0,34.0,1
17810,07,0,11.0,34.0,1
17811,05,0,8.0,30.0,1
17812,02,0,5.0,30.0,1
17813,06,0,39.0,42.0,1
17814,24,0,61.0,23.0,1
17815,22,0,56.0,23.0,1
17816,07,0,58.0,38.0,1
17817,09,0,63.0,38.0,1
17818,19,0,22.0,36.0,1
17819,13,0,17.0,26.0,1
17820,06,0,10.0,33.0,1
17821,19,0,84.0,20.0,1
17822,19,0,65.0,12.0,1
17823,20,0,57.0,8.0,1
17824,19,0,56.0,9.0,1
17825,22,0,36.0,14.0,1
17826,16,0,81.0,3.0,1
17827,12,0,43.0,18.0,1
17828,12,0,44.0,19.0,1
17829,13,0,18.0,15.0,1
17830,05,0,8.0,20.0,1
17831,12,0,45.0,23.0,1
17832,09,0,69.0,18.0,1
17833,18,0,54.0,14.0,1
17834,20,0,47.0,18.0,1
17835,16,0,20.0,15.0,1
17836,14,0,16.0,10.0,1
17837,22,0,48.0,26.0,1
17838,21,0,36.0,22.0,1
17839,19,0,79.0,22.0,1
17840,21,0,28.0,25.0,1
17841,21,0,57.0,12.0,1
17842,20,0,52.0,45.0,0
17843,19,0,54.0,52.0,1
17844,19,0,69.0,14.0,1
17845,21,0,59.0,16.0,1
17846,21,0,24.0,148.0,1
17847,20,0,36.0,13.0,1
17848,16,0,38.0,11.0,1
17849,03,0,7.0,12.0,1
17850,02,0,5.0,12.0,1
17851,21,0,43.0,51.0,1
17852,12,0,16.0,54.0,1
17853,11,0,37.0,38.0,1
17854,11,0,47.0,40.0,1
17855,04,0,7.0,43.0,1
17856,11,0,23.0,30.0,1
17857,19,0,17.0,38.0,1
17858,19,1,69.0,18.0,1
17859,17,0,21.0,45.0,1
17860,14,0,25.0,54.0,1
17861,15,0,52.0,16.0,1
17862,16,0,42.0,11.0,1
17863,16,0,19.0,11.0,1
17864,16,0,31.0,16.0,1
17865,16,0,29.0,17.0,1
17866,16,0,31.0,14.0,1
17867,16,0,29.0,21.0,1
17868,01,0,6.0,10.0,1
17869,21,0,1.0,11.0,1
17870,16,0,85.0,20.0,1
17871,20,0,22.0,22.0,1
17872,22,0,31.0,47.0,1
17873,21,0,29.0,55.0,0
17874,16,0,72.0,24.0,1
17875,19,0,49.0,22.0,1
17876,21,0,46.0,24.0,1
17877,09,0,12.0,23.0,1
17878,07,0,10.0,23.0,1
17879,21,0,62.0,15.0,0
17880,18,0,56.0,24.0,1
17881,19,0,49.0,26.0,1
17882,22,0,51.0,18.0,0
17883,20,0,63.0,16.0,1
17884,14,0,18.0,14.0,1
17885,19,0,34.0,21.0,1
17886,16,0,34.0,18.0,1
17887,16,0,23.0,21.0,1
17888,21,0,34.0,25.0,1
17889,21,0,2.0,34.0,1
17890,18,0,60.0,9.0,1
17891,14,0,18.0,4.0,1
17892,08,0,11.0,5.0,1
17893,16,0,21.0,8.0,1
17894,16,0,36.0,3.0,1
17895,09,0,39.0,3.0,1
17896,12,0,16.0,6.0,1
17897,07,0,10.0,4.0,1
17898,04,0,76.0,3.0,1
17899,16,0,62.0,21.0,1
17900,18,0,41.0,21.0,1
17901,19,0,21.0,26.0,1
17902,09,0,12.0,24.0,1
17903,04,0,7.0,33.0,1
17904,22,0,43.0,52.0,1
17905,19,0,40.0,41.0,1
17906,08,0,11.0,33.0,1
17907,16,0,62.0,23.0,1
17908,21,0,57.0,11.0,1
17909,21,0,50.0,13.0,1
17910,16,0,74.0,16.0,1
17911,19,1,68.0,27.0,1
17912,19,1,60.0,24.0,1
17913,16,1,18.0,16.0,1
17914,19,0,47.0,29.0,1
17915,21,0,73.0,24.0,1
17916,18,0,76.0,23.0,1
17917,16,0,83.0,29.0,1
17918,18,0,55.0,24.0,1
17919,10,0,62.0,24.0,1
17920,08,0,64.0,22.0,1
17921,16,0,31.0,25.0,1
17922,19,0,26.0,31.0,1
17923,11,0,26.0,26.0,1
17924,18,0,59.0,23.0,1
17925,19,0,58.0,44.0,1
17926,21,0,63.0,19.0,1
17927,17,0,41.0,21.0,1
17928,04,0,8.0,22.0,1
17929,19,0,67.0,29.0,1
17930,16,0,72.0,49.0,1
17931,21,0,38.0,26.0,1
17932,21,0,38.0,23.0,1
17933,02,0,6.0,25.0,1
17934,01,0,3.0,23.0,1
17935,18,0,58.0,21.0,1
17936,20,0,63.0,22.0,1
17937,18,0,63.0,8.0,1
17938,18,0,54.0,10.0,1
17939,20,0,31.0,15.0,1
17940,21,0,34.0,13.0,1
17941,22,1,89.0,12.0,1
17942,22,0,28.0,22.0,1
17943,22,0,29.0,22.0,1
17944,18,0,70.0,12.0,1
17945,11,0,53.0,8.0,1
17946,21,0,28.0,25.0,1
17947,21,0,19.0,19.0,1
17948,21,0,24.0,28.0,1
17949,21,0,28.0,24.0,1
17950,21,0,65.0,23.0,1
17951,21,0,67.0,24.0,0
17952,19,0,60.0,8.0,1
17953,20,0,41.0,16.0,0
17954,18,1,41.0,28.0,1
17955,20,1,23.0,26.0,1
17956,19,0,40.0,48.0,1
17957,18,0,53.0,13.0,1
17958,19,0,54.0,11.0,1
17959,19,0,28.0,17.0,1
17960,15,0,65.0,16.0,1
17961,19,0,39.0,20.0,1
17962,17,0,38.0,19.0,1
17963,09,1,12.0,18.0,1
17964,07,0,10.0,15.0,1
17965,17,0,27.0,24.0,1
17966,16,0,64.0,22.0,1
17967,21,0,41.0,25.0,1
17968,03,0,6.0,22.0,1
17969,20,0,32.0,12.0,1
17970,21,0,30.0,12.0,1
17971,19,0,26.0,9.0,1
17972,19,0,24.0,8.0,1
17973,22,0,54.0,14.0,1
17974,16,0,32.0,16.0,1
17975,21,0,31.0,14.0,1
17976,19,0,29.0,17.0,1
17977,06,0,9.0,15.0,1
17978,06,0,9.0,15.0,1
17979,02,0,5.0,15.0,1
17980,01,0,3.0,15.0,1
17981,22,0,77.0,13.0,1
17982,16,0,77.0,13.0,1
17983,22,0,37.0,25.0,1
17984,16,0,46.0,24.0,1
17985,14,0,46.0,5.0,1
17986,21,0,52.0,13.0,1
17987,18,0,51.0,13.0,1
17988,20,0,24.0,16.0,1
17989,21,0,21.0,15.0,1
17990,16,0,19.0,21.0,1
17991,24,0,60.0,16.0,1
17992,22,0,60.0,16.0,1
17993,22,0,56.0,12.0,1
17994,21,0,56.0,13.0,1
17995,13,0,16.0,17.0,1
17996,16,1,40.0,15.0,1
17997,13,1,40.0,14.0,1
17998,09,1,13.0,11.0,1
17999,16,0,40.0,51.0,1
18000,17,0,40.0,62.0,0
18001,16,0,20.0,59.0,1
18002,12,0,15.0,51.0,1
18003,11,0,14.0,71.0,1
18004,05,0,8.0,55.0,1
18005,20,0,59.0,13.0,1
18006,19,0,81.0,15.0,1
18007,19,0,80.0,14.0,1
18008,11,1,15.0,16.0,1
18009,18,0,46.0,7.0,1
18010,17,0,23.0,23.0,1
18011,04,1,9.0,9.0,1
18012,20,1,47.0,7.0,1
18013,22,0,67.0,16.0,1
18014,21,0,45.0,17.0,1
18015,19,0,50.0,21.0,1
18016,17,0,68.0,23.0,1
18017,23,0,50.0,24.0,1
18018,19,0,38.0,47.0,1
18019,21,1,33.0,48.0,1
18020,23,1,33.0,45.0,1
18021,19,0,25.0,1.0,1
18022,19,0,48.0,42.0,1
18023,16,0,49.0,29.0,1
18024,20,0,61.0,18.0,1
18025,19,0,58.0,18.0,1
18026,16,0,25.0,22.0,1
18027,20,0,56.0,4.0,1
18028,19,0,55.0,3.0,1
18029,21,0,53.0,13.0,1
18030,21,0,50.0,12.0,1
18031,16,0,20.0,13.0,1
18032,16,0,19.0,12.0,0
18033,21,0,46.0,15.0,1
18034,22,0,49.0,14.0,1
18035,13,0,89.0,22.0,1
18036,19,0,59.0,16.0,1
18037,13,0,59.0,74.0,1
18038,16,0,68.0,33.0,1
18039,16,0,70.0,33.0,1
18040,19,0,53.0,9.0,1
18041,16,0,61.0,16.0,1
18042,21,0,51.0,15.0,1
18043,17,0,48.0,27.0,1
18044,19,1,49.0,28.0,1
18045,23,0,51.0,15.0,1
18046,22,0,45.0,14.0,1
18047,04,0,7.0,14.0,1
18048,20,0,34.0,26.0,1
18049,20,0,32.0,25.0,1
18050,03,0,6.0,27.0,1
18051,01,0,5.0,31.0,1
18052,19,0,70.0,14.0,1
18053,21,0,68.0,14.0,1
18054,21,0,42.0,16.0,1
18055,18,0,24.0,43.0,1
18056,16,0,21.0,35.0,1
18057,21,0,0.0,62.0,1
18058,20,0,54.0,15.0,1
18059,21,0,54.0,14.0,1
18060,11,0,94.0,13.0,1
18061,14,0,94.0,13.0,1
18062,19,0,85.0,13.0,1
18063,15,0,77.0,13.0,1
18064,15,0,72.0,17.0,1
18065,16,0,94.0,4.0,1
18066,22,0,34.0,21.0,1
18067,18,0,33.0,14.0,1
18068,16,0,33.0,13.0,1
18069,01,0,3.0,19.0,1
18070,20,0,30.0,13.0,1
18071,16,0,55.0,16.0,1
18072,07,0,54.0,14.0,1
18073,16,0,94.0,11.0,1
18074,21,0,43.0,24.0,1
18075,21,0,45.0,27.0,1
18076,01,0,3.0,25.0,1
18077,17,0,29.0,20.0,1
18078,19,0,70.0,25.0,1
18079,15,0,61.0,23.0,1
18080,19,0,58.0,14.0,0
18081,19,0,56.0,16.0,1
18082,21,0,27.0,20.0,1
18083,21,0,27.0,23.0,1
18084,17,0,24.0,23.0,1
18085,16,0,61.0,26.0,0
18086,20,0,60.0,26.0,1
18087,16,0,78.0,19.0,1
18088,19,0,55.0,21.0,0
18089,14,0,17.0,16.0,1
18090,20,0,52.0,12.0,1
18091,19,0,55.0,12.0,1
18092,20,0,29.0,14.0,1
18093,20,0,20.0,14.0,1
18094,19,0,94.0,13.0,1
18095,18,0,48.0,15.0,1
18096,01,0,52.0,14.0,1
18097,18,0,49.0,15.0,1
18098,17,0,31.0,16.0,1
18099,16,0,23.0,12.0,1
18100,21,0,1.0,15.0,1
18101,18,0,24.0,15.0,1
18102,19,0,20.0,21.0,1
18103,18,0,71.0,13.0,1
18104,18,0,74.0,18.0,1
18105,21,0,30.0,13.0,1
18106,18,0,23.0,17.0,1
18107,19,0,24.0,17.0,1
18108,20,0,50.0,14.0,1
18109,16,0,59.0,15.0,0
18110,21,0,34.0,29.0,1
18111,21,0,67.0,15.0,0
18112,19,0,53.0,14.0,1
18113,19,1,28.0,6.0,1
18114,18,0,52.0,26.0,1
18115,19,0,67.0,22.0,1
18116,18,0,41.0,43.0,1
18117,16,0,44.0,37.0,1
18118,01,0,5.0,41.0,1
18119,16,0,37.0,42.0,1
18120,22,0,59.0,15.0,1
18121,21,0,52.0,13.0,1
18122,05,0,8.0,11.0,1
18123,18,0,69.0,16.0,1
18124,16,0,70.0,15.0,1
18125,19,0,34.0,35.0,1
18126,01,0,6.0,29.0,1
18127,01,0,3.0,28.0,1
18128,16,0,31.0,38.0,1
18129,16,0,18.0,32.0,1
18130,20,0,53.0,21.0,1
18131,22,0,55.0,22.0,1
18132,22,0,52.0,21.0,1
18133,19,0,37.0,19.0,1
18134,14,0,17.0,16.0,1
18135,12,0,52.0,8.0,1
18136,13,0,62.0,13.0,1
18137,19,0,71.0,15.0,1
18138,21,0,38.0,24.0,1
18139,01,0,3.0,79.0,1
18140,20,0,55.0,117.0,1
18141,20,0,33.0,97.0,1
18142,11,0,15.0,88.0,1
18143,09,0,12.0,50.0,1
18144,06,0,11.0,51.0,1
18145,06,0,9.0,79.0,1
18146,05,0,8.0,80.0,1
18147,21,0,71.0,17.0,1
18148,21,0,53.0,21.0,1
18149,23,0,70.0,26.0,1
18150,21,0,55.0,49.0,1
18151,22,0,55.0,45.0,1
18152,14,0,16.0,56.0,1
18153,17,1,28.0,26.0,1
18154,21,1,26.0,37.0,1
18155,13,0,47.0,7.0,1
18156,21,0,47.0,13.0,1
18157,20,0,46.0,16.0,0
18158,14,0,17.0,16.0,1
18159,20,0,22.0,17.0,1
18160,18,0,48.0,27.0,1
18161,22,0,46.0,27.0,1
18162,07,0,11.0,26.0,1
18163,03,0,7.0,25.0,1
18164,19,0,29.0,29.0,1
18165,21,0,43.0,14.0,1
18166,22,0,43.0,15.0,1
18167,11,0,14.0,15.0,1
18168,08,0,10.0,14.0,1
18169,21,0,71.0,17.0,1
18170,19,0,68.0,16.0,1
18171,23,0,39.0,15.0,1
18172,18,0,35.0,16.0,1
18173,21,0,2.0,14.0,1
18174,22,0,28.0,9.0,1
18175,21,0,40.0,13.0,1
18176,22,0,41.0,16.0,1
18177,18,0,18.0,14.0,1
18178,21,0,62.0,9.0,1
18179,21,0,74.0,13.0,1
18180,18,0,70.0,27.0,1
18181,23,0,34.0,24.0,0
18182,19,0,28.0,15.0,1
18183,12,0,26.0,4.0,1
18184,01,0,3.0,5.0,1
18185,06,0,47.0,4.0,1
18186,16,0,23.0,4.0,0
18187,14,0,17.0,3.0,1
18188,19,1,21.0,10.0,1
18189,21,0,22.0,25.0,1
18190,21,0,22.0,27.0,1
18191,19,0,22.0,25.0,1
18192,21,0,21.0,24.0,1
18193,20,0,61.0,24.0,1
18194,23,0,46.0,29.0,1
18195,10,0,13.0,17.0,1
18196,06,0,8.0,17.0,1
18197,07,0,71.0,29.0,1
18198,16,0,59.0,24.0,1
18199,18,0,61.0,24.0,1
18200,18,0,35.0,26.0,1
18201,16,0,40.0,25.0,1
18202,01,0,5.0,23.0,1
18203,21,0,50.0,30.0,1
18204,18,0,67.0,10.0,1
18205,16,0,71.0,12.0,1
18206,21,0,26.0,8.0,1
18207,16,0,34.0,6.0,1
18208,05,0,9.0,6.0,1
18209,22,0,51.0,12.0,1
18210,23,0,53.0,13.0,1
18211,14,0,17.0,18.0,1
18212,12,0,15.0,18.0,1
18213,19,0,69.0,27.0,1
18214,22,0,31.0,47.0,1
18215,16,0,54.0,42.0,1
18216,16,0,52.0,87.0,1
18217,19,0,57.0,3.0,1
18218,21,0,28.0,4.0,1
18219,01,0,28.0,11.0,1
18220,20,1,29.0,10.0,1
18221,21,0,1.0,11.0,1
18222,16,0,29.0,16.0,1
18223,19,0,54.0,12.0,1
18224,21,0,64.0,20.0,1
18225,19,0,56.0,3.0,1
18226,20,0,35.0,4.0,1
18227,06,0,9.0,4.0,1
18228,01,0,5.0,3.0,1
18229,22,0,33.0,14.0,1
18230,21,0,33.0,13.0,1
18231,19,0,34.0,12.0,1
18232,19,0,41.0,16.0,1
18233,21,0,41.0,14.0,1
18234,12,0,15.0,13.0,1
18235,14,0,17.0,12.0,1
18236,10,0,14.0,17.0,1
18237,16,0,59.0,21.0,1
18238,14,0,17.0,27.0,1
18239,16,0,44.0,20.0,1
18240,14,0,18.0,1.0,1
18241,18,0,27.0,15.0,1
18242,20,0,25.0,15.0,1
18243,21,0,74.0,12.0,1
18244,24,0,74.0,13.0,1
18245,16,0,77.0,8.0,1
18246,19,0,67.0,14.0,1
18247,19,0,44.0,21.0,1
18248,19,0,21.0,17.0,1
18249,18,0,63.0,10.0,1
18250,15,0,79.0,8.0,1
18251,19,0,78.0,8.0,1
18252,16,0,29.0,26.0,1
18253,17,0,27.0,25.0,1
18254,01,0,5.0,26.0,1
18255,21,0,1.0,29.0,1
18256,16,0,49.0,39.0,1
18257,16,0,51.0,44.0,1
18258,16,0,24.0,54.0,1
18259,16,0,77.0,46.0,1
18260,20,0,21.0,40.0,1
18261,19,0,94.0,15.0,1
18262,18,0,58.0,6.0,0
18263,18,0,74.0,13.0,1
18264,16,0,68.0,15.0,1
18265,21,0,47.0,18.0,1
18266,21,0,46.0,15.0,1
18267,14,0,17.0,15.0,1
18268,11,0,14.0,16.0,1
18269,21,0,51.0,22.0,1
18270,16,0,44.0,19.0,1
18271,12,0,16.0,18.0,1
18272,11,0,15.0,17.0,1
18273,10,0,14.0,17.0,1
18274,21,0,33.0,11.0,1
18275,19,1,33.0,12.0,1
18276,21,0,2.0,9.0,1
18277,21,0,0.0,10.0,1
18278,05,0,8.0,9.0,1
18279,19,1,38.0,11.0,1
18280,19,0,54.0,22.0,1
18281,21,0,1.0,22.0,1
18282,20,0,61.0,13.0,1
18283,16,0,58.0,12.0,1
18284,19,0,57.0,19.0,0
18285,16,0,19.0,22.0,1
18286,16,0,42.0,29.0,1
18287,21,0,37.0,22.0,1
18288,21,0,32.0,20.0,1
18289,02,0,5.0,23.0,1
18290,01,0,3.0,22.0,1
18291,21,0,70.0,20.0,1
18292,16,0,68.0,21.0,1
18293,18,0,37.0,26.0,1
18294,15,0,17.0,46.0,1
18295,19,0,32.0,44.0,1
18296,21,0,34.0,47.0,1
18297,21,0,39.0,48.0,1
18298,01,0,4.0,39.0,1
18299,21,0,2.0,38.0,1
18300,16,0,68.0,12.0,1
18301,16,0,48.0,14.0,1
18302,16,1,72.0,14.0,1
18303,22,0,43.0,16.0,1
18304,21,0,44.0,16.0,1
18305,06,0,9.0,18.0,1
18306,04,0,7.0,18.0,1
18307,21,0,43.0,23.0,1
18308,21,0,45.0,25.0,1
18309,04,0,8.0,24.0,1
18310,02,0,6.0,24.0,1
18311,19,0,51.0,24.0,1
18312,14,0,43.0,23.0,1
18313,06,0,9.0,26.0,1
18314,14,0,75.0,13.0,1
18315,19,0,70.0,14.0,1
18316,17,0,36.0,18.0,1
18317,14,0,39.0,14.0,1
18318,15,0,17.0,18.0,1
18319,12,0,14.0,17.0,1
18320,04,0,8.0,10.0,1
18321,03,0,7.0,17.0,1
18322,21,0,25.0,15.0,1
18323,21,0,28.0,17.0,1
18324,21,0,25.0,16.0,1
18325,19,0,67.0,20.0,1
18326,20,0,71.0,21.0,1
18327,21,0,53.0,14.0,1
18328,01,0,51.0,4.0,1
18329,22,0,47.0,24.0,1
18330,07,0,40.0,56.0,1
18331,01,0,33.0,66.0,1
18332,11,0,14.0,54.0,1
18333,21,0,0.0,67.0,1
18334,18,0,71.0,23.0,1
18335,20,0,44.0,22.0,0
18336,20,0,21.0,23.0,1
18337,20,0,44.0,11.0,1
18338,20,1,34.0,14.0,1
18339,07,1,10.0,11.0,1
18340,19,1,36.0,13.0,1
18341,18,0,39.0,29.0,1
18342,10,0,14.0,29.0,1
18343,21,0,55.0,12.0,1
18344,21,0,54.0,13.0,1
18345,21,0,52.0,19.0,0
18346,21,0,48.0,16.0,1
18347,20,0,29.0,16.0,1
18348,07,0,71.0,14.0,1
18349,22,0,50.0,12.0,1
18350,18,0,48.0,14.0,1
18351,14,0,17.0,28.0,1
18352,09,0,12.0,14.0,1
18353,14,0,47.0,23.0,1
18354,14,1,18.0,21.0,1
18355,16,0,61.0,13.0,1
18356,16,0,84.0,16.0,1
18357,21,0,30.0,19.0,1
18358,19,0,54.0,16.0,1
18359,16,0,51.0,19.0,1
18360,22,0,64.0,14.0,1
18361,22,0,64.0,14.0,1
18362,17,0,53.0,15.0,1
18363,16,0,56.0,12.0,1
18364,23,0,39.0,17.0,1
18365,19,0,40.0,17.0,1
18366,09,0,11.0,17.0,1
18367,06,0,8.0,16.0,1
18368,23,0,34.0,21.0,1
18369,22,1,46.0,28.0,1
18370,19,0,60.0,12.0,1
18371,21,0,35.0,18.0,1
18372,21,0,40.0,27.0,1
18373,16,0,58.0,18.0,1
18374,19,0,59.0,17.0,0
18375,20,1,59.0,12.0,1
18376,20,0,58.0,12.0,0
18377,18,0,56.0,14.0,1
18378,16,0,54.0,15.0,1
18379,14,1,29.0,46.0,1
18380,16,1,25.0,45.0,1
18381,22,0,32.0,20.0,1
18382,21,0,35.0,22.0,1
18383,22,0,51.0,18.0,1
18384,19,0,52.0,22.0,1
18385,22,0,57.0,14.0,1
18386,23,0,69.0,15.0,1
18387,21,0,39.0,24.0,1
18388,21,0,39.0,23.0,1
18389,04,0,8.0,25.0,1
18390,21,0,2.0,23.0,1
18391,22,0,59.0,24.0,1
18392,13,0,46.0,46.0,1
18393,16,0,44.0,42.0,1
18394,16,0,22.0,40.0,1
18395,19,0,63.0,10.0,1
18396,19,0,48.0,27.0,1
18397,20,0,75.0,2.0,1
18398,17,0,46.0,26.0,1
18399,19,0,21.0,21.0,1
18400,16,0,48.0,22.0,1
18401,01,0,64.0,25.0,1
18402,01,0,55.0,26.0,1
18403,16,0,45.0,26.0,1
18404,15,0,44.0,33.0,1
18405,16,0,34.0,23.0,1
18406,19,0,22.0,16.0,1
18407,13,1,24.0,16.0,1
18408,18,0,23.0,16.0,1
18409,18,0,20.0,21.0,1
18410,16,0,41.0,15.0,1
18411,20,0,34.0,14.0,1
18412,01,0,4.0,12.0,1
18413,21,0,2.0,12.0,1
18414,21,0,0.0,12.0,1
18415,21,0,29.0,73.0,1
18416,16,0,39.0,27.0,1
18417,19,0,29.0,43.0,1
18418,22,0,28.0,47.0,0
18419,21,0,28.0,45.0,1
18420,15,0,42.0,26.0,1
18421,12,0,15.0,26.0,1
18422,10,0,13.0,29.0,1
18423,05,0,8.0,19.0,1
18424,18,0,65.0,17.0,1
18425,18,0,68.0,17.0,0
18426,21,0,44.0,14.0,1
18427,15,0,57.0,10.0,1
18428,21,0,55.0,23.0,1
18429,20,0,66.0,14.0,0
18430,21,0,69.0,14.0,1
18431,16,0,59.0,31.0,1
18432,16,0,43.0,49.0,1
18433,20,0,46.0,48.0,1
18434,09,0,13.0,46.0,1
18435,07,0,10.0,47.0,1
18436,23,0,37.0,19.0,1
18437,21,0,38.0,24.0,1
18438,06,0,9.0,22.0,1
18439,03,0,6.0,15.0,1
18440,02,0,4.0,20.0,1
18441,21,0,31.0,42.0,1
18442,15,0,53.0,23.0,0
18443,19,1,55.0,24.0,1
18444,20,0,39.0,18.0,1
18445,19,0,61.0,12.0,1
18446,23,0,64.0,13.0,1
18447,16,0,53.0,35.0,1
18448,16,0,55.0,31.0,1
18449,05,0,23.0,28.0,1
18450,16,0,65.0,25.0,1
18451,21,0,26.0,25.0,1
18452,20,0,25.0,15.0,1
18453,18,0,61.0,12.0,1
18454,12,0,42.0,14.0,1
18455,18,0,42.0,12.0,1
18456,14,0,18.0,14.0,1
18457,10,0,12.0,13.0,1
18458,21,0,62.0,15.0,1
18459,21,0,71.0,13.0,1
18460,19,1,20.0,12.0,1
18461,16,0,66.0,15.0,1
18462,16,0,70.0,14.0,1
18463,21,0,34.0,17.0,1
18464,20,0,31.0,34.0,1
18465,22,0,25.0,13.0,1
18466,01,0,54.0,24.0,1
18467,18,0,49.0,23.0,0
18468,16,0,25.0,22.0,0
18469,16,0,24.0,18.0,0
18470,21,0,37.0,27.0,1
18471,21,0,36.0,26.0,0
18472,03,1,6.0,30.0,1
18473,02,1,4.0,30.0,1
18474,21,0,0.0,30.0,1
18475,22,0,48.0,18.0,1
18476,12,0,20.0,17.0,1
18477,19,1,19.0,10.0,1
18478,21,0,45.0,14.0,1
18479,21,0,58.0,13.0,1
18480,21,0,28.0,106.0,1
18481,01,0,4.0,84.0,1
18482,18,0,69.0,21.0,1
18483,17,0,69.0,22.0,1
18484,20,0,42.0,19.0,1
18485,21,0,41.0,18.0,0
18486,10,0,12.0,18.0,1
18487,16,0,73.0,14.0,1
18488,17,0,54.0,12.0,1
18489,18,0,77.0,28.0,1
18490,19,0,49.0,76.0,1
18491,21,0,39.0,61.0,1
18492,04,0,7.0,56.0,1
18493,03,0,6.0,46.0,1
18494,18,0,62.0,3.0,1
18495,16,0,63.0,3.0,0
18496,16,0,85.0,16.0,1
18497,19,0,70.0,20.0,1
18498,24,0,50.0,23.0,1
18499,20,0,50.0,14.0,1
18500,21,0,51.0,12.0,1
18501,22,0,25.0,17.0,1
18502,19,0,45.0,39.0,1
18503,06,0,10.0,38.0,1
18504,07,0,10.0,40.0,1
18505,24,0,41.0,28.0,1
18506,24,0,52.0,17.0,1
18507,19,0,46.0,16.0,1
18508,18,0,49.0,16.0,1
18509,18,0,48.0,13.0,1
18510,13,0,17.0,16.0,1
18511,08,0,11.0,13.0,1
18512,20,0,68.0,2.0,1
18513,21,0,52.0,13.0,1
18514,20,0,50.0,12.0,1
18515,19,0,23.0,14.0,1
18516,18,0,19.0,16.0,1
18517,18,0,86.0,13.0,1
18518,16,0,78.0,22.0,1
18519,16,0,80.0,9.0,1
18520,21,0,35.0,19.0,1
18521,21,0,43.0,21.0,1
18522,09,0,11.0,21.0,1
18523,21,0,2.0,21.0,1
18524,21,0,72.0,25.0,1
18525,16,1,71.0,27.0,1
18526,11,0,37.0,13.0,1
18527,16,0,40.0,12.0,1
18528,01,0,3.0,13.0,1
18529,21,0,62.0,40.0,1
18530,19,0,61.0,37.0,1
18531,02,0,5.0,15.0,1
18532,18,0,36.0,25.0,1
18533,03,0,6.0,18.0,1
18534,01,0,67.0,20.0,1
18535,16,0,37.0,21.0,1
18536,06,0,9.0,2.0,1
18537,19,0,84.0,13.0,1
18538,22,0,48.0,17.0,0
18539,21,0,50.0,18.0,1
18540,10,0,13.0,17.0,1
18541,06,0,10.0,16.0,1
18542,20,0,61.0,16.0,1
18543,20,0,62.0,16.0,1
18544,21,1,47.0,12.0,1
18545,21,1,37.0,11.0,0
18546,01,0,5.0,12.0,1
18547,20,0,29.0,3.0,1
18548,08,0,11.0,2.0,1
18549,05,0,8.0,3.0,1
18550,01,0,4.0,3.0,1
18551,21,0,2.0,3.0,1
18552,21,0,1.0,4.0,1
18553,19,0,70.0,3.0,1
18554,19,0,37.0,15.0,1
18555,08,0,11.0,18.0,1
18556,19,0,34.0,17.0,1
18557,22,1,30.0,12.0,1
18558,21,0,32.0,13.0,1
18559,20,0,50.0,17.0,1
18560,18,0,55.0,23.0,1
18561,16,0,19.0,18.0,1
18562,01,0,70.0,14.0,1
18563,21,0,57.0,25.0,1
18564,21,0,28.0,28.0,1
18565,19,0,58.0,25.0,1
18566,20,0,73.0,11.0,1
18567,19,0,53.0,11.0,1
18568,21,0,51.0,24.0,1
18569,19,0,49.0,20.0,1
18570,12,0,15.0,18.0,1
18571,08,0,11.0,18.0,1
18572,21,0,38.0,74.0,1
18573,16,0,34.0,64.0,1
18574,01,0,4.0,62.0,1
18575,16,0,72.0,25.0,1
18576,16,1,75.0,22.0,1
18577,09,0,94.0,4.0,1
18578,21,0,59.0,23.0,1
18579,19,0,59.0,22.0,1
18580,18,0,44.0,4.0,1
18581,06,0,9.0,4.0,1
18582,04,0,7.0,4.0,1
18583,21,0,24.0,22.0,1
18584,21,1,24.0,17.0,1
18585,23,0,50.0,25.0,1
