,education_attained,enrollment_status,age,sample_weight,employed
4614,15,0,19.0,2.0,1
4615,22,0,64.0,15.0,1
4616,21,0,57.0,18.0,1
4617,20,0,25.0,22.0,1
4618,20,0,75.0,15.0,1
4619,18,0,75.0,16.0,1
4620,19,0,36.0,12.0,1
4621,19,0,31.0,6.0,1
4622,16,0,60.0,37.0,1
4623,22,0,52.0,15.0,1
4624,21,1,49.0,17.0,1
4625,22,1,49.0,16.0,1
4626,19,0,50.0,41.0,0
4627,16,0,28.0,52.0,1
4628,20,0,23.0,24.0,1
4629,16,0,19.0,56.0,1
4630,13,0,18.0,33.0,1
4631,16,0,51.0,30.0,1
4632,05,0,8.0,25.0,1
4633,21,0,40.0,19.0,1
4634,19,1,41.0,22.0,1
4635,20,0,56.0,16.0,1
4636,16,0,61.0,16.0,1
4637,18,0,53.0,15.0,0
4638,18,0,53.0,14.0,0
4639,21,0,21.0,16.0,1
4640,16,1,64.0,13.0,1
4641,19,0,55.0,14.0,1
4642,21,0,38.0,23.0,1
4643,23,0,41.0,21.0,1
4644,04,0,7.0,23.0,1
4645,01,0,3.0,21.0,1
4646,10,0,13.0,13.0,1
4647,21,0,43.0,15.0,1
4648,04,0,7.0,15.0,1
4649,16,0,59.0,11.0,1
4650,16,0,56.0,12.0,1
4651,19,0,23.0,23.0,1
4652,20,0,40.0,22.0,1
4653,04,0,7.0,23.0,1
4654,19,0,74.0,14.0,1
4655,19,0,51.0,4.0,1
4656,19,0,40.0,4.0,1
4657,16,0,72.0,13.0,1
4658,19,0,53.0,24.0,0
4659,22,0,61.0,22.0,1
4660,17,0,54.0,52.0,1
4661,07,0,10.0,11.0,1
4662,16,0,78.0,21.0,1
4663,16,0,70.0,28.0,1
4664,22,0,44.0,12.0,1
4665,22,0,44.0,13.0,1
4666,09,0,12.0,13.0,1
4667,04,0,8.0,11.0,1
4668,14,0,24.0,31.0,1
4669,03,0,6.0,24.0,1
4670,21,0,2.0,25.0,1
4671,21,0,0.0,24.0,1
4672,14,0,23.0,26.0,1
4673,17,0,45.0,9.0,1
4674,21,0,55.0,53.0,1
4675,21,0,64.0,52.0,1
4676,19,0,52.0,68.0,1
4677,22,0,51.0,74.0,1
4678,14,0,17.0,67.0,1
4679,12,0,16.0,67.0,1
4680,14,0,85.0,4.0,1
4681,22,0,65.0,13.0,1
4682,21,0,73.0,25.0,1
4683,21,0,23.0,14.0,1
4684,18,0,20.0,28.0,1
4685,21,0,0.0,36.0,1
4686,19,0,22.0,45.0,1
4687,16,0,62.0,13.0,1
4688,16,0,52.0,15.0,1
4689,10,0,13.0,13.0,1
4690,16,0,72.0,22.0,1
4691,01,0,61.0,30.0,1
4692,15,0,28.0,34.0,1
4693,21,0,2.0,20.0,1
4694,15,0,24.0,27.0,1
4695,19,0,25.0,34.0,1
4696,18,0,52.0,15.0,1
4697,18,0,74.0,21.0,1
4698,21,0,51.0,15.0,1
4699,22,0,50.0,14.0,1
4700,10,0,13.0,13.0,1
4701,08,0,11.0,13.0,1
4702,05,0,9.0,13.0,1
4703,21,0,38.0,24.0,1
4704,16,1,40.0,25.0,1
4705,02,1,6.0,23.0,1
4706,21,0,2.0,21.0,1
4707,21,0,53.0,13.0,1
4708,19,0,20.0,26.0,1
4709,01,0,3.0,32.0,1
4710,21,0,0.0,32.0,1
4711,19,0,22.0,32.0,1
4712,19,0,52.0,77.0,1
4713,24,0,43.0,12.0,1
4714,24,0,44.0,14.0,1
4715,07,0,11.0,12.0,1
4716,04,0,8.0,11.0,1
4717,22,0,85.0,5.0,1
4718,16,0,41.0,12.0,1
4719,18,0,44.0,14.0,1
4720,18,0,59.0,25.0,1
4721,20,0,50.0,27.0,0
4722,21,0,26.0,15.0,0
4723,16,0,85.0,1.0,1
4724,20,0,54.0,15.0,1
4725,16,0,64.0,72.0,1
4726,21,0,39.0,14.0,1
4727,21,0,44.0,13.0,0
4728,08,0,11.0,13.0,1
4729,05,0,8.0,12.0,1
4730,03,0,6.0,13.0,1
4731,21,0,32.0,20.0,1
4732,20,0,27.0,21.0,1
4733,11,0,86.0,21.0,1
4734,22,0,43.0,21.0,1
4735,17,0,43.0,25.0,1
4736,21,0,63.0,19.0,1
4737,16,0,63.0,15.0,1
4738,20,0,60.0,15.0,1
4739,19,1,37.0,13.0,1
4740,10,0,14.0,13.0,1
4741,16,0,39.0,14.0,1
4742,19,0,65.0,29.0,1
4743,18,0,73.0,17.0,1
4744,18,0,32.0,28.0,1
4745,16,0,82.0,23.0,1
4746,20,0,52.0,32.0,1
4747,18,0,50.0,12.0,1
4748,21,0,49.0,18.0,1
4749,21,0,55.0,25.0,1
4750,20,0,55.0,24.0,1
4751,19,0,19.0,23.0,1
4752,16,0,17.0,29.0,1
4753,13,0,35.0,12.0,1
4754,19,0,63.0,17.0,1
4755,19,0,47.0,28.0,1
4756,20,0,50.0,29.0,1
4757,12,0,16.0,27.0,1
4758,10,0,14.0,24.0,1
4759,08,0,12.0,30.0,1
4760,15,0,69.0,18.0,1
4761,20,0,52.0,77.0,1
4762,16,0,21.0,44.0,1
4763,16,0,21.0,55.0,1
4764,18,0,21.0,55.0,1
4765,22,0,35.0,22.0,1
4766,22,0,43.0,24.0,1
4767,21,0,2.0,26.0,1
4768,20,0,94.0,6.0,1
4769,01,0,86.0,31.0,1
4770,01,0,77.0,28.0,1
4771,15,0,54.0,28.0,1
4772,21,0,27.0,24.0,1
4773,12,0,85.0,8.0,1
4774,16,0,47.0,33.0,1
4775,20,0,54.0,34.0,1
4776,19,0,69.0,36.0,1
4777,20,0,59.0,41.0,1
4778,16,0,30.0,42.0,1
4779,21,0,25.0,59.0,1
4780,13,0,17.0,28.0,1
4781,21,0,57.0,13.0,1
4782,16,0,56.0,12.0,1
4783,19,0,23.0,16.0,1
4784,19,0,23.0,15.0,1
4785,21,0,0.0,13.0,1
4786,19,0,57.0,43.0,0
4787,19,0,48.0,39.0,1
4788,16,0,34.0,15.0,1
4789,19,0,33.0,13.0,1
4790,01,0,3.0,14.0,1
4791,16,0,73.0,16.0,1
4792,22,0,56.0,23.0,0
4793,22,0,56.0,22.0,0
4794,16,0,31.0,25.0,1
4795,20,0,22.0,28.0,1
4796,21,0,39.0,10.0,1
4797,21,0,48.0,9.0,1
4798,14,0,17.0,17.0,1
4799,09,0,12.0,10.0,1
4800,16,1,41.0,15.0,1
4801,13,1,39.0,15.0,1
4802,08,1,12.0,13.0,1
4803,07,1,10.0,13.0,1
4804,18,0,66.0,14.0,1
4805,19,0,75.0,24.0,1
4806,19,0,84.0,21.0,1
4807,14,0,40.0,12.0,1
4808,10,0,13.0,14.0,1
4809,05,0,9.0,10.0,1
4810,01,0,5.0,13.0,1
4811,12,0,31.0,22.0,1
4812,16,0,41.0,38.0,1
4813,16,0,40.0,35.0,1
4814,07,0,10.0,25.0,1
4815,04,0,8.0,25.0,1
4816,21,0,2.0,28.0,1
4817,16,0,46.0,84.0,1
4818,19,0,26.0,14.0,1
4819,22,0,61.0,21.0,1
4820,23,0,61.0,21.0,0
4821,07,0,10.0,14.0,1
4822,17,0,29.0,8.0,1
4823,03,0,5.0,4.0,1
4824,21,0,1.0,4.0,1
4825,17,0,27.0,1.0,1
4826,18,0,65.0,19.0,1
4827,21,0,66.0,22.0,1
4828,16,0,94.0,9.0,1
4829,19,0,31.0,21.0,1
4830,04,1,5.0,16.0,1
4831,19,0,44.0,13.0,1
4832,19,0,65.0,17.0,1
4833,21,0,39.0,12.0,0
4834,21,0,44.0,12.0,1
4835,16,0,38.0,14.0,1
4836,19,0,20.0,5.0,1
4837,18,0,26.0,20.0,1
4838,19,0,43.0,16.0,1
4839,19,0,35.0,16.0,1
4840,05,0,8.0,14.0,1
4841,16,0,80.0,13.0,1
4842,17,0,50.0,15.0,1
4843,21,0,57.0,6.0,1
4844,21,0,61.0,14.0,1
4845,21,0,45.0,12.0,1
4846,19,0,48.0,10.0,1
4847,21,0,40.0,13.0,1
4848,20,0,33.0,48.0,1
4849,16,0,18.0,125.0,1
4850,13,0,17.0,104.0,1
4851,10,0,13.0,63.0,1
4852,07,0,10.0,63.0,1
4853,06,0,9.0,56.0,1
4854,21,0,0.0,67.0,1
4855,23,0,37.0,14.0,1
4856,19,0,35.0,15.0,1
4857,21,0,27.0,21.0,1
4858,18,0,19.0,28.0,1
4859,05,0,8.0,6.0,1
4860,19,0,44.0,39.0,1
4861,16,0,40.0,36.0,1
4862,22,0,64.0,12.0,1
4863,19,0,51.0,8.0,1
4864,16,0,45.0,8.0,1
4865,09,0,12.0,9.0,1
4866,06,0,9.0,6.0,1
4867,19,0,65.0,13.0,0
4868,22,0,60.0,13.0,1
4869,16,0,56.0,12.0,1
4870,20,0,65.0,13.0,1
4871,20,0,68.0,14.0,1
4872,15,0,33.0,3.0,1
4873,22,0,69.0,27.0,1
4874,22,0,68.0,31.0,1
4875,11,0,81.0,3.0,1
4876,16,0,21.0,15.0,1
4877,19,0,57.0,38.0,1
4878,18,0,33.0,25.0,1
4879,16,0,39.0,26.0,1
4880,07,0,10.0,24.0,1
4881,02,1,3.0,29.0,1
4882,21,0,1.0,30.0,1
4883,08,1,11.0,24.0,1
4884,19,1,21.0,61.0,1
4885,11,1,28.0,44.0,1
4886,21,1,22.0,44.0,1
4887,09,1,22.0,37.0,1
4888,21,0,59.0,39.0,1
4889,22,0,59.0,41.0,1
4890,18,0,85.0,15.0,1
4891,10,0,81.0,10.0,1
4892,21,0,69.0,16.0,1
4893,19,0,70.0,13.0,1
4894,21,0,54.0,25.0,1
4895,22,0,49.0,22.0,0
4896,14,0,16.0,22.0,1
4897,16,1,25.0,36.0,1
4898,19,1,24.0,37.0,1
4899,22,0,69.0,41.0,1
4900,22,0,73.0,57.0,1
4901,20,0,53.0,23.0,1
4902,16,0,52.0,22.0,1
4903,13,0,16.0,18.0,1
4904,13,0,16.0,23.0,1
4905,21,0,60.0,25.0,1
4906,12,0,15.0,27.0,1
4907,21,0,59.0,80.0,1
4908,20,0,47.0,83.0,1
4909,19,0,70.0,13.0,1
4910,20,0,65.0,12.0,1
4911,21,0,68.0,14.0,1
4912,21,0,47.0,17.0,1
4913,14,0,17.0,14.0,0
4914,21,0,23.0,17.0,1
4915,18,0,23.0,17.0,1
4916,01,1,52.0,19.0,1
4917,14,0,17.0,16.0,1
4918,10,0,12.0,20.0,1
4919,22,0,36.0,15.0,1
4920,22,0,39.0,12.0,1
4921,21,0,52.0,78.0,0
4922,16,0,94.0,6.0,1
4923,20,0,40.0,23.0,1
4924,17,0,49.0,22.0,1
4925,13,0,16.0,27.0,1
4926,21,0,58.0,2.0,1
4927,22,0,46.0,24.0,1
4928,21,0,47.0,21.0,1
4929,01,0,3.0,49.0,1
4930,17,0,59.0,26.0,1
4931,11,0,69.0,26.0,1
4932,01,0,53.0,12.0,1
4933,10,0,59.0,13.0,1
4934,22,0,40.0,14.0,1
4935,21,0,43.0,15.0,1
4936,12,0,17.0,16.0,1
4937,10,0,15.0,14.0,1
4938,16,0,94.0,15.0,1
4939,21,0,27.0,13.0,1
4940,15,0,57.0,15.0,1
4941,20,0,31.0,17.0,1
4942,21,1,23.0,14.0,1
4943,18,0,22.0,14.0,1
4944,16,0,25.0,14.0,1
4945,20,1,28.0,16.0,1
4946,16,0,23.0,14.0,1
4947,21,1,49.0,24.0,1
4948,18,1,22.0,26.0,1
4949,21,0,50.0,22.0,1
4950,18,0,50.0,23.0,1
4951,19,0,19.0,30.0,1
4952,13,0,16.0,21.0,1
4953,18,0,52.0,16.0,1
4954,16,0,57.0,16.0,1
4955,14,0,18.0,17.0,1
4956,16,0,55.0,16.0,1
4957,16,0,85.0,13.0,1
4958,21,0,55.0,21.0,1
4959,22,0,57.0,21.0,1
4960,08,0,44.0,37.0,1
4961,08,0,12.0,35.0,1
4962,16,0,44.0,32.0,1
4963,19,0,67.0,18.0,1
4964,21,0,28.0,14.0,1
4965,21,0,31.0,12.0,1
4966,21,0,0.0,14.0,1
4967,21,1,36.0,19.0,1
4968,21,0,64.0,12.0,1
4969,21,0,39.0,15.0,1
4970,16,0,78.0,13.0,1
4971,16,0,46.0,16.0,1
4972,16,0,57.0,16.0,1
4973,14,0,53.0,16.0,1
4974,20,0,68.0,25.0,1
4975,17,0,71.0,27.0,1
4976,17,1,59.0,24.0,1
4977,23,0,67.0,13.0,1
4978,18,0,41.0,15.0,1
4979,22,0,32.0,14.0,1
4980,11,0,14.0,13.0,1
4981,22,0,43.0,41.0,1
4982,21,0,38.0,44.0,1
4983,01,0,6.0,37.0,1
4984,01,0,4.0,36.0,1
4985,22,0,27.0,19.0,1
4986,21,0,27.0,18.0,1
4987,12,0,35.0,28.0,1
4988,14,0,45.0,25.0,1
4989,12,0,17.0,40.0,1
4990,08,0,12.0,39.0,1
4991,20,0,61.0,9.0,1
4992,19,0,66.0,13.0,1
4993,21,0,83.0,14.0,1
4994,20,0,66.0,11.0,1
4995,20,0,67.0,29.0,1
4996,20,0,64.0,26.0,1
4997,19,0,42.0,30.0,1
4998,08,0,11.0,23.0,1
4999,16,0,58.0,28.0,1
5000,17,0,56.0,25.0,1
5001,16,0,36.0,23.0,1
5002,24,0,33.0,11.0,1
5003,22,0,31.0,12.0,1
5004,21,0,47.0,23.0,1
5005,20,0,42.0,24.0,1
5006,16,0,30.0,16.0,1
5007,10,0,55.0,2.0,1
5008,18,0,76.0,11.0,1
5009,22,0,69.0,22.0,1
5010,22,0,67.0,24.0,1
5011,21,0,41.0,26.0,1
5012,21,0,40.0,28.0,1
5013,09,0,12.0,27.0,1
5014,05,0,9.0,23.0,1
5015,21,0,2.0,32.0,1
5016,15,0,63.0,4.0,1
5017,22,0,56.0,4.0,1
5018,19,0,43.0,16.0,1
5019,20,0,52.0,17.0,1
5020,16,0,56.0,13.0,1
5021,09,0,12.0,12.0,1
5022,19,0,60.0,14.0,1
5023,21,0,55.0,13.0,1
5024,22,0,60.0,13.0,1
5025,21,0,0.0,9.0,1
5026,22,0,76.0,25.0,1
5027,21,0,77.0,24.0,1
5028,19,0,64.0,9.0,0
5029,20,0,54.0,9.0,1
5030,21,0,56.0,9.0,0
5031,21,0,26.0,11.0,1
5032,20,0,41.0,15.0,0
5033,18,0,44.0,13.0,1
5034,19,0,19.0,17.0,1
5035,14,0,18.0,17.0,1
5036,07,0,11.0,14.0,1
5037,03,0,7.0,12.0,1
5038,21,0,66.0,14.0,1
5039,20,0,52.0,22.0,1
5040,21,0,32.0,38.0,1
5041,24,0,80.0,5.0,1
5042,22,0,62.0,16.0,1
5043,16,0,34.0,13.0,1
5044,21,0,43.0,43.0,1
5045,21,0,45.0,58.0,1
5046,13,0,70.0,11.0,1
5047,16,0,88.0,17.0,1
5048,19,0,56.0,14.0,1
5049,17,0,37.0,21.0,1
5050,17,0,79.0,17.0,1
5051,16,0,78.0,17.0,1
5052,16,0,36.0,16.0,1
5053,17,0,38.0,17.0,1
5054,05,0,8.0,17.0,1
5055,16,0,20.0,17.0,1
5056,16,0,64.0,25.0,1
5057,16,0,24.0,29.0,1
5058,16,1,54.0,33.0,1
5059,01,0,36.0,2.0,1
5060,21,0,48.0,13.0,1
5061,21,0,1.0,12.0,1
5062,16,0,76.0,14.0,1
5063,16,0,71.0,11.0,1
5064,16,0,68.0,10.0,1
5065,07,0,64.0,12.0,1
5066,21,0,32.0,15.0,1
5067,01,0,3.0,12.0,1
5068,18,0,27.0,18.0,1
5069,21,0,25.0,28.0,1
5070,22,0,32.0,12.0,1
5071,17,0,32.0,9.0,1
5072,22,0,42.0,15.0,0
5073,16,0,32.0,14.0,1
5074,09,0,13.0,13.0,1
5075,08,0,11.0,14.0,1
5076,06,0,10.0,13.0,1
5077,21,0,63.0,13.0,1
5078,17,0,47.0,14.0,1
5079,20,0,51.0,16.0,1
5080,06,0,9.0,16.0,1
5081,21,0,65.0,22.0,1
5082,22,0,31.0,25.0,1
5083,03,0,46.0,25.0,1
5084,16,0,64.0,22.0,1
5085,20,0,56.0,20.0,1
5086,21,0,56.0,19.0,1
5087,19,0,73.0,20.0,1
5088,19,0,75.0,25.0,1
5089,19,0,21.0,5.0,1
5090,21,0,94.0,4.0,1
5091,21,0,49.0,19.0,1
5092,20,0,55.0,12.0,1
5093,21,0,24.0,45.0,1
5094,19,0,26.0,43.0,1
5095,21,0,49.0,13.0,1
5096,21,0,47.0,15.0,1
5097,08,0,12.0,13.0,1
5098,06,0,9.0,14.0,1
5099,04,0,7.0,13.0,1
5100,21,0,73.0,19.0,1
5101,19,0,72.0,18.0,1
5102,16,0,67.0,13.0,1
5103,15,0,70.0,14.0,1
5104,19,0,31.0,58.0,1
5105,19,0,39.0,55.0,1
5106,19,0,28.0,54.0,1
5107,17,0,52.0,10.0,1
5108,21,0,73.0,23.0,1
5109,21,0,48.0,24.0,1
5110,13,0,16.0,27.0,1
5111,13,0,16.0,28.0,1
5112,08,0,10.0,19.0,1
5113,20,0,45.0,25.0,1
5114,11,0,15.0,28.0,1
5115,16,0,94.0,1.0,1
5116,21,0,34.0,12.0,1
5117,21,0,30.0,12.0,1
5118,23,0,65.0,27.0,1
5119,21,0,65.0,22.0,1
5120,20,0,66.0,17.0,1
5121,20,0,63.0,15.0,1
5122,21,0,29.0,22.0,1
5123,21,0,55.0,14.0,1
5124,21,0,64.0,8.0,0
5125,21,0,59.0,13.0,1
5126,19,0,34.0,9.0,1
5127,03,0,6.0,14.0,1
5128,18,0,55.0,15.0,1
5129,19,0,46.0,10.0,1
5130,18,0,51.0,8.0,1
5131,10,0,14.0,7.0,1
5132,19,0,21.0,10.0,1
5133,19,0,58.0,23.0,1
5134,18,0,56.0,22.0,1
5135,13,1,26.0,32.0,1
5136,16,1,22.0,30.0,1
5137,16,0,53.0,43.0,1
5138,16,0,67.0,24.0,1
5139,21,0,25.0,28.0,1
5140,16,0,56.0,18.0,1
5141,21,0,39.0,12.0,1
5142,22,0,31.0,14.0,1
5143,19,0,55.0,18.0,1
5144,19,0,24.0,25.0,1
5145,09,0,57.0,5.0,0
5146,09,0,59.0,4.0,0
5147,23,0,65.0,10.0,0
5148,18,0,68.0,11.0,1
5149,19,0,31.0,4.0,0
5150,19,0,49.0,39.0,1
5151,19,0,49.0,35.0,1
5152,15,0,18.0,28.0,1
5153,12,0,15.0,30.0,1
5154,21,0,58.0,32.0,1
5155,21,0,58.0,22.0,1
5156,14,0,17.0,27.0,1
5157,19,0,53.0,9.0,1
5158,16,0,52.0,10.0,1
5159,21,0,34.0,27.0,1
5160,19,0,36.0,45.0,1
5161,18,0,60.0,15.0,1
5162,23,0,53.0,15.0,1
5163,22,0,50.0,13.0,0
5164,20,0,42.0,8.0,1
5165,16,0,43.0,8.0,1
5166,15,0,20.0,7.0,1
5167,15,0,18.0,16.0,1
5168,17,0,63.0,8.0,1
5169,21,0,41.0,13.0,1
5170,09,0,12.0,12.0,1
5171,05,0,8.0,11.0,1
5172,21,0,58.0,26.0,1
5173,21,0,54.0,15.0,1
5174,21,0,27.0,18.0,1
5175,23,0,71.0,14.0,1
5176,20,0,59.0,13.0,1
5177,21,0,31.0,16.0,1
5178,21,0,49.0,29.0,1
5179,19,0,19.0,41.0,1
5180,16,0,18.0,41.0,1
5181,16,0,23.0,61.0,1
5182,19,1,22.0,26.0,1
5183,16,0,59.0,17.0,1
5184,22,0,58.0,13.0,1
5185,22,0,61.0,13.0,1
5186,20,0,38.0,47.0,1
5187,21,0,40.0,48.0,1
5188,08,0,12.0,42.0,1
5189,02,0,6.0,43.0,1
5190,21,0,1.0,82.0,1
5191,21,0,59.0,22.0,1
5192,19,0,56.0,22.0,1
5193,20,0,37.0,20.0,0
5194,22,0,36.0,20.0,1
5195,11,0,73.0,23.0,1
5196,14,0,45.0,34.0,1
5197,17,0,40.0,14.0,1
5198,17,0,39.0,14.0,1
5199,13,0,17.0,15.0,1
5200,17,0,59.0,50.0,1
5201,16,0,62.0,49.0,1
5202,21,0,41.0,9.0,1
5203,21,0,40.0,17.0,1
5204,01,0,4.0,11.0,1
5205,16,0,45.0,17.0,1
5206,18,0,49.0,14.0,1
5207,19,0,47.0,34.0,1
5208,18,0,18.0,28.0,1
5209,13,0,16.0,25.0,1
5210,10,0,14.0,20.0,1
5211,16,0,53.0,48.0,1
5212,16,0,47.0,56.0,1
5213,20,0,58.0,7.0,1
5214,15,0,63.0,7.0,1
5215,19,0,63.0,16.0,1
5216,21,0,49.0,19.0,1
5217,18,0,54.0,16.0,1
5218,16,0,56.0,15.0,1
5219,21,0,24.0,43.0,1
5220,22,0,62.0,40.0,1
5221,15,0,81.0,13.0,1
5222,19,0,89.0,14.0,1
5223,16,1,77.0,15.0,1
5224,16,0,55.0,13.0,1
5225,21,0,54.0,13.0,1
5226,22,0,58.0,8.0,1
5227,23,0,64.0,7.0,1
5228,21,0,23.0,8.0,1
5229,18,0,38.0,15.0,0
5230,13,0,16.0,14.0,1
5231,21,0,31.0,21.0,1
5232,21,0,31.0,22.0,1
5233,16,0,63.0,14.0,1
5234,16,0,40.0,63.0,1
5235,16,0,35.0,52.0,1
5236,11,0,14.0,60.0,1
5237,04,0,8.0,51.0,1
5238,01,0,3.0,52.0,1
5239,19,0,57.0,24.0,1
5240,16,0,49.0,25.0,1
5241,19,0,81.0,17.0,1
5242,19,0,77.0,15.0,1
5243,20,0,53.0,22.0,1
5244,20,0,50.0,18.0,0
5245,24,0,53.0,14.0,1
5246,21,0,49.0,20.0,0
5247,13,0,16.0,15.0,1
5248,12,0,15.0,15.0,1
5249,10,0,13.0,16.0,1
5250,21,0,29.0,14.0,0
5251,21,0,28.0,15.0,1
5252,16,0,70.0,12.0,1
5253,16,0,94.0,27.0,1
5254,16,0,65.0,28.0,1
5255,20,0,81.0,27.0,1
5256,16,0,19.0,31.0,1
5257,19,0,67.0,14.0,1
5258,19,0,72.0,2.0,1
5259,20,0,63.0,88.0,1
5260,22,0,72.0,10.0,1
5261,21,0,72.0,15.0,1
5262,21,0,51.0,16.0,1
5263,18,0,51.0,14.0,1
5264,21,0,24.0,13.0,1
5265,21,0,70.0,4.0,1
5266,21,0,68.0,3.0,1
5267,21,0,32.0,12.0,1
5268,21,0,29.0,12.0,1
5269,21,0,1.0,12.0,1
5270,21,0,77.0,13.0,1
5271,21,1,77.0,16.0,1
5272,16,0,79.0,23.0,1
5273,19,0,34.0,95.0,1
5274,20,0,47.0,17.0,0
5275,16,0,18.0,17.0,1
5276,12,0,14.0,13.0,1
5277,18,0,37.0,17.0,1
5278,20,0,41.0,17.0,1
5279,18,0,43.0,20.0,1
5280,20,0,51.0,27.0,1
5281,19,0,53.0,28.0,1
5282,11,0,14.0,21.0,1
5283,22,0,34.0,12.0,0
5284,21,0,43.0,12.0,1
5285,21,0,2.0,11.0,1
5286,19,0,20.0,14.0,1
5287,21,0,25.0,18.0,1
5288,19,0,22.0,13.0,1
5289,19,0,62.0,24.0,1
5290,19,0,35.0,28.0,1
5291,17,0,64.0,24.0,1
5292,13,0,67.0,30.0,1
5293,22,0,38.0,25.0,1
5294,11,0,15.0,24.0,1
5295,21,0,39.0,16.0,1
5296,21,0,35.0,28.0,1
5297,21,0,35.0,26.0,1
5298,01,0,4.0,26.0,1
5299,21,0,2.0,18.0,1
5300,21,0,1.0,18.0,1
5301,16,0,69.0,28.0,1
5302,16,0,61.0,20.0,1
5303,15,0,60.0,3.0,0
5304,15,0,59.0,4.0,1
5305,16,0,88.0,15.0,1
5306,23,0,49.0,30.0,1
5307,23,0,60.0,27.0,1
5308,21,0,77.0,13.0,1
5309,21,0,44.0,16.0,1
5310,19,0,40.0,15.0,1
5311,02,1,5.0,12.0,1
5312,21,0,1.0,16.0,1
5313,09,0,35.0,70.0,1
5314,21,0,0.0,78.0,1
5315,14,0,33.0,62.0,1
5316,20,0,57.0,11.0,1
5317,01,0,58.0,12.0,1
5318,01,0,47.0,22.0,1
5319,19,0,27.0,11.0,1
5320,18,0,60.0,13.0,1
5321,18,0,61.0,12.0,1
5322,22,0,58.0,25.0,1
5323,06,0,48.0,15.0,1
5324,14,0,51.0,11.0,1
5325,16,0,26.0,18.0,1
5326,16,0,18.0,15.0,1
5327,04,0,8.0,20.0,1
5328,22,0,74.0,3.0,0
5329,16,0,65.0,3.0,1
5330,16,0,39.0,4.0,1
5331,22,0,43.0,16.0,1
5332,09,0,13.0,14.0,1
5333,08,0,11.0,15.0,1
5334,19,0,56.0,14.0,1
5335,17,0,55.0,14.0,1
5336,01,0,29.0,17.0,1
5337,01,0,17.0,14.0,1
5338,20,0,35.0,17.0,1
5339,21,0,44.0,29.0,1
5340,21,0,58.0,26.0,1
5341,21,0,58.0,56.0,1
5342,21,0,38.0,22.0,1
5343,21,0,39.0,25.0,1
5344,23,0,34.0,14.0,0
5345,21,0,32.0,19.0,1
5346,16,0,66.0,11.0,1
5347,09,0,81.0,7.0,1
5348,22,0,58.0,25.0,1
5349,16,0,58.0,13.0,1
5350,17,0,57.0,13.0,1
5351,16,0,44.0,22.0,1
5352,20,0,44.0,21.0,1
5353,18,0,21.0,23.0,1
5354,21,0,48.0,22.0,0
5355,13,0,16.0,22.0,1
5356,21,0,76.0,3.0,1
5357,17,0,68.0,4.0,1
5358,17,0,33.0,48.0,1
5359,20,0,57.0,13.0,1
5360,20,0,57.0,14.0,0
5361,19,0,20.0,16.0,1
5362,20,0,37.0,42.0,1
5363,01,0,5.0,41.0,1
5364,20,0,40.0,40.0,1
5365,06,0,10.0,10.0,1
5366,18,0,54.0,22.0,0
5367,18,0,52.0,21.0,1
5368,16,0,46.0,46.0,1
5369,19,0,22.0,49.0,1
5370,21,0,2.0,35.0,1
5371,21,0,55.0,15.0,1
5372,18,0,55.0,14.0,1
5373,09,0,13.0,15.0,1
5374,07,0,10.0,15.0,1
5375,19,0,30.0,21.0,1
5376,01,1,5.0,17.0,1
5377,21,0,29.0,14.0,1
5378,22,0,27.0,14.0,1
5379,18,0,55.0,9.0,1
5380,20,0,46.0,40.0,1
5381,16,0,37.0,37.0,1
5382,20,0,20.0,51.0,1
5383,16,0,51.0,26.0,1
5384,16,0,41.0,25.0,1
5385,09,0,12.0,23.0,1
5386,08,0,10.0,23.0,1
5387,13,0,16.0,19.0,1
5388,21,0,49.0,11.0,1
5389,16,0,51.0,11.0,1
5390,23,0,65.0,20.0,1
5391,19,0,44.0,30.0,1
5392,19,0,33.0,14.0,1
5393,16,0,34.0,15.0,1
5394,03,0,6.0,14.0,1
5395,01,0,4.0,13.0,1
5396,18,0,42.0,23.0,1
5397,11,0,14.0,27.0,1
5398,16,0,61.0,22.0,1
5399,17,0,22.0,5.0,1
5400,22,0,59.0,13.0,1
5401,21,0,54.0,13.0,0
5402,19,1,78.0,14.0,1
5403,18,0,61.0,15.0,1
5404,16,0,24.0,15.0,1
5405,16,0,82.0,23.0,1
5406,18,0,76.0,25.0,1
5407,16,0,94.0,3.0,1
5408,21,0,36.0,25.0,1
5409,19,0,55.0,22.0,1
5410,17,0,40.0,25.0,1
5411,04,0,6.0,25.0,1
5412,11,0,13.0,38.0,1
5413,16,0,40.0,25.0,1
5414,13,0,16.0,24.0,1
5415,07,0,10.0,23.0,1
5416,04,0,7.0,23.0,1
5417,18,0,55.0,13.0,1
5418,24,0,51.0,13.0,1
5419,23,0,47.0,13.0,1
5420,05,0,9.0,11.0,1
5421,17,0,56.0,4.0,1
5422,21,0,52.0,18.0,1
5423,19,0,48.0,14.0,1
5424,22,0,40.0,26.0,0
5425,22,0,37.0,27.0,1
5426,04,0,7.0,23.0,1
5427,02,0,3.0,24.0,1
5428,18,0,55.0,20.0,1
5429,20,0,31.0,13.0,1
5430,21,0,24.0,19.0,1
5431,06,1,9.0,13.0,1
5432,19,0,59.0,8.0,1
5433,20,1,51.0,29.0,1
5434,16,1,50.0,49.0,1
5435,19,0,74.0,14.0,1
